Filled container:
0: Coorinates (848, 1) - 1
6337: Complex number (827, 359) - 637
6338: Complex number (762, 481) - 637
6339: Coorinates (141, 637) - 637
6340: Coorinates (295, 637) - 637
6341: Complex number (665, 608) - 637
6342: Coorinates (925, 637) - 637
6343: Complex number (302, 850) - 637
6344: Complex number (813, 389) - 637
6345: Coorinates (306, 637) - 637
6346: Complex number (206, 877) - 637
6347: Coorinates (54, 637) - 637
6348: Complex number (644, 630) - 637
6349: Complex number (844, 315) - 637
6350: Complex number (463, 773) - 637
6351: Complex number (384, 815) - 637
6352: Coorinates (963, 637) - 637
6353: Coorinates (320, 637) - 637
6354: Complex number (84, 898) - 637
6355: Complex number (899, 71) - 637
6356: Coorinates (761, 637) - 637
6357: Complex number (627, 650) - 638
6358: Complex number (100, 897) - 638
6359: Complex number (849, 308) - 638
6360: Coorinates (518, 638) - 638
6361: Coorinates (553, 638) - 638
6362: Complex number (874, 228) - 638
6363: Coorinates (783, 638) - 638
6364: Complex number (851, 304) - 638
6365: Complex number (46, 902) - 638
6366: Coorinates (457, 638) - 638
6367: Coorinates (43, 638) - 638
6368: Coorinates (92, 638) - 638
6369: Coorinates (380, 638) - 638
6370: Complex number (819, 381) - 638
6371: Coorinates (194, 638) - 638
6372: Complex number (816, 387) - 638
6373: Complex number (896, 127) - 639
6374: Complex number (161, 890) - 639
6375: Complex number (546, 721) - 639
6376: Complex number (711, 560) - 639
6377: Complex number (154, 891) - 639
6378: Coorinates (757, 639) - 639
6379: Complex number (477, 769) - 639
6380: Complex number (724, 542) - 639
6381: Coorinates (875, 639) - 639
6382: Complex number (873, 234) - 639
6383: Complex number (658, 623) - 640
6384: Complex number (638, 643) - 640
6385: Complex number (618, 662) - 640
6386: Complex number (620, 661) - 640
6387: Complex number (273, 863) - 640
6388: Coorinates (849, 640) - 640
6389: Complex number (683, 595) - 640
6390: Coorinates (251, 640) - 640
6391: Complex number (822, 379) - 640
6392: Complex number (34, 905) - 640
6393: Coorinates (759, 640) - 640
6394: Coorinates (922, 640) - 640
6395: Complex number (441, 792) - 640
6396: Complex number (47, 904) - 640
6397: Complex number (386, 819) - 640
6398: Complex number (893, 154) - 640
6399: Coorinates (806, 640) - 640
6400: Complex number (875, 232) - 640
6401: Coorinates (723, 640) - 640
6402: Complex number (334, 844) - 641
6403: Complex number (404, 813) - 641
6404: Complex number (886, 193) - 641
6405: Complex number (899, 119) - 641
6406: Complex number (896, 145) - 641
6407: Complex number (47, 906) - 641
6408: Coorinates (650, 641) - 641
6409: Complex number (385, 822) - 641
6410: Complex number (904, 74) - 641
6411: Coorinates (393, 641) - 641
6412: Complex number (480, 770) - 641
6413: Coorinates (279, 641) - 641
6414: Complex number (659, 624) - 641
6415: Complex number (798, 431) - 641
6416: Coorinates (360, 641) - 641
6417: Complex number (824, 380) - 641
6418: Complex number (785, 458) - 642
6419: Coorinates (291, 642) - 642
6420: Complex number (746, 519) - 642
6421: Complex number (250, 873) - 642
6422: Complex number (884, 212) - 642
6423: Coorinates (30, 642) - 642
6424: Coorinates (668, 642) - 642
6425: Complex number (441, 794) - 642
6426: Complex number (13, 908) - 642
6427: Coorinates (580, 642) - 642
6428: Complex number (450, 789) - 642
6429: Complex number (642, 643) - 642
6430: Complex number (119, 901) - 642
6431: Complex number (760, 500) - 643
6432: Complex number (482, 772) - 643
6433: Coorinates (427, 643) - 643
6434: Complex number (910, 28) - 643
6435: Complex number (587, 696) - 643
6436: Complex number (828, 378) - 643
6437: Complex number (39, 909) - 643
6438: Coorinates (219, 643) - 643
6439: Complex number (882, 224) - 643
6440: Complex number (366, 833) - 643
6441: Complex number (613, 673) - 643
6442: Complex number (12, 910) - 643
6443: Coorinates (318, 643) - 643
6444: Complex number (662, 625) - 643
6445: Complex number (36, 910) - 643
6446: Complex number (201, 888) - 643
6447: Complex number (21, 911) - 644
6448: Coorinates (846, 644) - 644
6449: Complex number (363, 836) - 644
6450: Coorinates (702, 644) - 644
6451: Complex number (901, 133) - 644
6452: Complex number (648, 640) - 644
6453: Coorinates (79, 644) - 644
6454: Complex number (559, 720) - 644
6455: Coorinates (17, 644) - 644
6456: Complex number (107, 905) - 644
6457: Complex number (11, 912) - 644
6458: Complex number (909, 59) - 644
6459: Complex number (347, 845) - 645
6460: Complex number (886, 221) - 645
6461: Complex number (813, 415) - 645
6462: Complex number (676, 613) - 645
6463: Coorinates (724, 645) - 645
6464: Coorinates (838, 645) - 645
6465: Complex number (451, 793) - 645
6466: Complex number (466, 785) - 645
6467: Complex number (910, 63) - 645
6468: Coorinates (194, 645) - 645
6469: Complex number (437, 802) - 645
6470: Complex number (654, 637) - 645
6471: Complex number (819, 403) - 645
6472: Complex number (651, 640) - 645
6473: Coorinates (148, 645) - 645
6474: Complex number (914, 11) - 646
6475: Coorinates (631, 646) - 646
6476: Complex number (913, 54) - 646
6477: Complex number (20, 914) - 646
6478: Complex number (898, 169) - 646
6479: Complex number (899, 167) - 646
6480: Coorinates (585, 646) - 646
6481: Complex number (776, 484) - 646
6482: Coorinates (818, 646) - 646
6483: Complex number (692, 598) - 646
6484: Coorinates (154, 646) - 646
6485: Complex number (851, 333) - 646
6486: Coorinates (127, 646) - 646
6487: Complex number (74, 911) - 646
6488: Coorinates (581, 646) - 646
6489: Coorinates (417, 646) - 646
6490: Complex number (228, 885) - 646
6491: Coorinates (706, 647) - 647
6492: Complex number (855, 326) - 647
6493: Coorinates (892, 647) - 647
6494: Complex number (458, 793) - 647
6495: Complex number (535, 743) - 647
6496: Coorinates (839, 647) - 647
6497: Coorinates (166, 647) - 647
6498: Coorinates (925, 647) - 647
6499: Complex number (786, 470) - 647
6500: Complex number (148, 903) - 647
6501: Complex number (24, 916) - 647
6502: Complex number (678, 616) - 647
6503: Coorinates (435, 647) - 647
6504: Coorinates (437, 647) - 647
6505: Coorinates (816, 647) - 647
6506: Coorinates (104, 647) - 647
6507: Coorinates (166, 647) - 647
6508: Complex number (906, 136) - 647
6509: Complex number (894, 197) - 647
6510: Complex number (913, 76) - 647
6511: Complex number (915, 26) - 647
6512: Complex number (893, 209) - 648
6513: Complex number (856, 330) - 648
6514: Complex number (692, 601) - 648
6515: Complex number (862, 314) - 648
6516: Complex number (288, 871) - 648
6517: Complex number (912, 103) - 648
6518: Complex number (809, 431) - 648
6519: Complex number (869, 295) - 648
6520: Complex number (911, 101) - 648
6521: Complex number (906, 146) - 648
6522: Coorinates (291, 648) - 648
6523: Coorinates (714, 648) - 648
6524: Coorinates (231, 648) - 648
6525: Complex number (914, 79) - 648
6526: Coorinates (921, 649) - 649
6527: Complex number (528, 752) - 649
6528: Coorinates (878, 649) - 649
6529: Complex number (899, 191) - 649
6530: Coorinates (215, 649) - 649
6531: Coorinates (174, 649) - 649
6532: Complex number (228, 890) - 649
6533: Complex number (911, 117) - 649
6534: Complex number (287, 872) - 649
6535: Complex number (82, 915) - 649
6536: Complex number (194, 898) - 649
6537: Complex number (217, 893) - 649
6538: Coorinates (314, 649) - 649
6539: Complex number (879, 272) - 650
6540: Coorinates (27, 650) - 650
6541: Coorinates (618, 650) - 650
6542: Coorinates (519, 650) - 650
6543: Complex number (401, 828) - 650
6544: Complex number (214, 895) - 650
6545: Coorinates (706, 650) - 650
6546: Coorinates (41, 650) - 650
6547: Complex number (615, 684) - 650
6548: Coorinates (204, 650) - 650
6549: Complex number (98, 914) - 650
6550: Complex number (918, 69) - 650
6551: Complex number (50, 918) - 650
6552: Complex number (846, 363) - 650
6553: Coorinates (991, 650) - 650
6554: Complex number (855, 340) - 650
6555: Coorinates (765, 650) - 650
6556: Coorinates (190, 650) - 650
6557: Coorinates (458, 650) - 650
6558: Coorinates (583, 650) - 650
6559: Coorinates (960, 651) - 651
6560: Complex number (308, 869) - 651
6561: Complex number (875, 287) - 651
6562: Complex number (285, 876) - 651
6563: Coorinates (428, 651) - 651
6564: Complex number (635, 667) - 651
6565: Coorinates (760, 651) - 651
6566: Coorinates (512, 651) - 651
6567: Complex number (73, 918) - 651
6568: Coorinates (229, 651) - 651
6569: Complex number (244, 888) - 651
6570: Coorinates (878, 652) - 652
6571: Coorinates (375, 652) - 652
6572: Complex number (177, 905) - 652
6573: Complex number (50, 922) - 652
6574: Coorinates (432, 652) - 652
6575: Coorinates (2, 652) - 652
6576: Coorinates (341, 652) - 652
6577: Complex number (893, 235) - 652
6578: Coorinates (755, 652) - 652
6579: Coorinates (118, 652) - 652
6580: Complex number (286, 877) - 652
6581: Coorinates (37, 652) - 652
6582: Complex number (685, 618) - 652
6583: Complex number (234, 892) - 652
6584: Complex number (147, 911) - 652
6585: Coorinates (411, 652) - 652
6586: Coorinates (257, 652) - 652
6587: Complex number (747, 542) - 652
6588: Coorinates (902, 652) - 652
6589: Complex number (222, 895) - 652
6590: Complex number (786, 483) - 652
6591: Coorinates (828, 653) - 653
6592: Complex number (103, 919) - 653
6593: Coorinates (594, 653) - 653
6594: Complex number (334, 861) - 653
6595: Complex number (716, 584) - 653
6596: Coorinates (132, 653) - 653
6597: Complex number (18, 924) - 653
6598: Complex number (803, 457) - 653
6599: Coorinates (717, 653) - 653
6600: Coorinates (162, 653) - 653
6601: Complex number (887, 261) - 653
6602: Complex number (901, 208) - 653
6603: Coorinates (441, 653) - 653
6604: Complex number (175, 907) - 653
6605: Coorinates (227, 654) - 654
6606: Complex number (771, 512) - 654
6607: Complex number (909, 173) - 654
6608: Complex number (780, 498) - 654
6609: Complex number (208, 902) - 654
6610: Coorinates (424, 654) - 654
6611: Complex number (665, 644) - 654
6612: Complex number (731, 567) - 654
6613: Coorinates (42, 654) - 654
6614: Complex number (81, 922) - 654
6615: Complex number (136, 915) - 654
6616: Complex number (904, 200) - 654
6617: Complex number (858, 349) - 654
6618: Coorinates (31, 654) - 654
6619: Complex number (816, 438) - 654
6620: Complex number (548, 747) - 655
6621: Complex number (101, 922) - 655
6622: Complex number (922, 91) - 655
6623: Coorinates (811, 655) - 655
6624: Complex number (469, 800) - 655
6625: Complex number (828, 418) - 655
6626: Complex number (436, 818) - 655
6627: Complex number (690, 620) - 655
6628: Complex number (402, 836) - 655
6629: Coorinates (838, 655) - 655
6630: Coorinates (302, 655) - 655
6631: Complex number (924, 77) - 655
6632: Complex number (839, 398) - 656
6633: Complex number (897, 241) - 656
6634: Complex number (177, 911) - 656
6635: Complex number (600, 709) - 656
6636: Complex number (910, 186) - 656
6637: Complex number (122, 920) - 656
6638: Coorinates (521, 656) - 656
6639: Complex number (298, 879) - 656
6640: Coorinates (830, 656) - 656
6641: Coorinates (825, 656) - 656
6642: Complex number (288, 883) - 656
6643: Complex number (929, 16) - 656
6644: Complex number (922, 108) - 656
6645: Complex number (704, 606) - 656
6646: Complex number (25, 928) - 656
6647: Complex number (393, 841) - 656
6648: Complex number (890, 264) - 656
6649: Complex number (886, 280) - 657
6650: Complex number (26, 930) - 657
6651: Complex number (515, 774) - 657
6652: Complex number (355, 860) - 657
6653: Coorinates (713, 657) - 657
6654: Coorinates (116, 657) - 657
6655: Complex number (784, 499) - 657
6656: Coorinates (668, 657) - 657
6657: Complex number (923, 110) - 657
6658: Complex number (162, 916) - 657
6659: Complex number (752, 548) - 657
6660: Coorinates (427, 657) - 657
6661: Complex number (926, 80) - 657
6662: Coorinates (827, 657) - 657
6663: Complex number (885, 284) - 657
6664: Complex number (683, 631) - 657
6665: Coorinates (146, 657) - 657
6666: Complex number (900, 232) - 657
6667: Complex number (823, 432) - 657
6668: Coorinates (109, 657) - 657
6669: Complex number (485, 795) - 658
6670: Complex number (865, 345) - 658
6671: Coorinates (586, 658) - 658
6672: Complex number (451, 814) - 658
6673: Complex number (205, 909) - 658
6674: Complex number (497, 788) - 658
6675: Complex number (465, 807) - 658
6676: Complex number (672, 645) - 658
6677: Complex number (344, 866) - 658
6678: Complex number (737, 569) - 658
6679: Complex number (228, 904) - 659
6680: Coorinates (695, 659) - 659
6681: Complex number (815, 454) - 659
6682: Complex number (211, 909) - 659
6683: Complex number (156, 920) - 659
6684: Complex number (342, 868) - 659
6685: Complex number (196, 912) - 659
6686: Coorinates (309, 659) - 659
6687: Complex number (609, 707) - 659
6688: Complex number (316, 878) - 659
6689: Coorinates (464, 659) - 659
6690: Complex number (847, 392) - 659
6691: Coorinates (158, 660) - 660
6692: Complex number (927, 112) - 660
6693: Complex number (674, 647) - 660
6694: Coorinates (303, 660) - 660
6695: Complex number (929, 95) - 660
6696: Coorinates (959, 660) - 660
6697: Complex number (789, 501) - 660
6698: Complex number (928, 107) - 660
6699: Complex number (129, 925) - 660
6700: Complex number (712, 604) - 660
6701: Complex number (406, 841) - 660
6702: Coorinates (893, 660) - 660
6703: Coorinates (174, 661) - 661
6704: Complex number (634, 687) - 661
6705: Complex number (834, 425) - 661
6706: Coorinates (284, 661) - 661
6707: Complex number (904, 239) - 661
6708: Complex number (862, 362) - 661
6709: Complex number (504, 788) - 661
6710: Coorinates (550, 661) - 661
6711: Complex number (815, 460) - 661
6712: Complex number (165, 921) - 661
6713: Complex number (399, 847) - 662
6714: Complex number (390, 852) - 662
6715: Complex number (677, 647) - 662
6716: Complex number (399, 847) - 662
6717: Complex number (595, 724) - 662
6718: Complex number (510, 786) - 662
6719: Complex number (868, 351) - 662
6720: Complex number (889, 294) - 662
6721: Complex number (124, 929) - 662
6722: Coorinates (993, 662) - 662
6723: Complex number (65, 935) - 662
6724: Coorinates (31, 662) - 662
6725: Coorinates (92, 662) - 662
6726: Complex number (932, 90) - 662
6727: Complex number (546, 761) - 662
6728: Complex number (934, 71) - 662
6729: Complex number (919, 190) - 663
6730: Coorinates (142, 663) - 663
6731: Complex number (181, 920) - 663
6732: Complex number (862, 371) - 663
6733: Complex number (289, 893) - 663
6734: Complex number (279, 896) - 663
6735: Complex number (786, 513) - 663
6736: Complex number (328, 879) - 663
6737: Complex number (938, 31) - 663
6738: Complex number (875, 337) - 663
6739: Coorinates (375, 663) - 663
6740: Complex number (740, 576) - 663
6741: Coorinates (308, 663) - 663
6742: Complex number (407, 846) - 663
6743: Complex number (934, 106) - 664
6744: Coorinates (22, 664) - 664
6745: Coorinates (102, 664) - 664
6746: Complex number (723, 601) - 664
6747: Coorinates (646, 664) - 664
6748: Complex number (937, 72) - 664
6749: Complex number (912, 226) - 664
6750: Complex number (634, 693) - 664
6751: Complex number (940, 8) - 664
6752: Complex number (342, 876) - 664
6753: Coorinates (400, 664) - 664
6754: Complex number (840, 423) - 665
6755: Coorinates (389, 665) - 665
6756: Complex number (209, 917) - 665
6757: Coorinates (835, 665) - 665
6758: Complex number (876, 343) - 665
6759: Coorinates (193, 665) - 665
6760: Complex number (44, 940) - 665
6761: Complex number (896, 287) - 665
6762: Complex number (854, 394) - 665
6763: Complex number (196, 922) - 666
6764: Complex number (700, 631) - 666
6765: Complex number (635, 696) - 666
